1|1_201301|2013-01-01|2.09|-0.0|1.58|-0.0|0.32|0.32
1|1_201302|2013-02-01|2.09|-0.0|1.58|-0.0|0.32|0.32
1|1_201303|2013-03-01|2.09|-0.0|1.58|-0.0|0.32|0.32
1|1_201304|2013-04-01|2.27|0.09|1.72|0.09|0.32|0.32
1|1_201305|2013-05-01|2.27|-0.0|1.72|-0.0|0.32|0.32
1|1_201306|2013-06-01|2.27|-0.0|1.72|-0.0|0.32|0.32
1|1_201307|2013-07-01|2.27|-0.0|1.72|-0.0|0.32|0.32
1|1_201308|2013-08-01|2.27|-0.0|1.72|-0.0|0.32|0.32
1|1_201309|2013-09-01|2.27|-0.0|1.72|-0.0|0.32|0.32
1|1_201310|2013-10-01|2.27|-0.0|1.72|-0.0|0.32|0.32
1|1_201311|2013-11-01|2.27|-0.0|1.72|-0.0|0.32|0.32
1|1_201312|2013-12-01|2.27|-0.0|1.72|-0.0|0.32|0.32
1|1_201401|2014-01-01|2.47|0.09|1.87|0.09|0.32|0.32
1|1_201402|2014-02-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201403|2014-03-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201404|2014-04-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201405|2014-05-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201406|2014-06-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201407|2014-07-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201408|2014-08-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201409|2014-09-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201410|2014-10-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201411|2014-11-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201412|2014-12-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201501|2015-01-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201502|2015-02-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201503|2015-03-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201504|2015-04-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201505|2015-05-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201506|2015-06-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201507|2015-07-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201508|2015-08-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201509|2015-09-01|2.47|-0.0|1.87|-0.0|0.32|0.32
1|1_201510|2015-10-01|2.47|-0.0|1.87|-0.0|0.32|0.32
